,Cluster,customer_number,baskets,total_spend,average_spend,average_item_spend,bakery,cashpoint,confectionary,dairy,deli,discount_bakery,drinks,frozen,fruit_veg,grocery_food,grocery_health_pets,lottery,meat,newspapers_magazines,practical_items,prepared_meals,seasonal_gifting,soft_drinks,tobacco,world_foods
10,1,1395,606,800.43,1.32,1.1337535410764872,37.41,18.0,90.14000000000004,65.47,10.09,1.0,1.0,85.36999999999998,61.460000000000015,56.589999999999996,70.62999999999998,1.0,50.080000000000005,14.579999999999995,1.0,59.47999999999999,5.06,23.279999999999998,127.12000000000002,25.67
11,2,1869,283,617.32,2.18,1.4158715596330276,3.7199999999999998,1.0,20.57,177.19000000000003,1.0,1.0,12.829999999999998,30.02,86.62999999999998,89.47000000000001,91.21,1.0,57.34,1.0,1.0,45.980000000000004,1.0,2.36,1.0,1.0
12,3,2301,168,376.32,2.24,1.8722388059701491,8.63,101.72,3.99,41.129999999999995,1.0,1.0,30.169999999999998,1.59,26.4,28.04999999999999,4.16,1.0,1.87,1.0,1.0,19.509999999999994,1.0,3.1,104.99999999999999,1.0
13,0,2377,641,1589.96,2.48,2.2877122302158273,58.10000000000004,1.0,52.960000000000036,75.38999999999997,41.43000000000001,1.0,9.34,41.49000000000001,68.08,63.510000000000026,116.43999999999996,2.0,77.83,16.580000000000002,1.0,57.20000000000002,8.17,6.42,883.2300000000001,11.79
14,2,2925,554,859.52,1.55,0.8916182572614108,42.23000000000001,1.0,25.169999999999998,94.36999999999998,7.640000000000001,1.0,1.0,19.66,118.69000000000001,96.62999999999997,194.6100000000001,1.0,141.84999999999997,32.549999999999976,8.52,49.780000000000015,5.890000000000001,13.420000000000002,1.0,8.51
15,1,3070,431,579.0,1.34,0.9507389162561576,42.60999999999999,70.0,6.0,56.82000000000001,44.290000000000006,1.0,7.64,7.25,77.28000000000002,25.749999999999986,25.869999999999997,7.0,17.02,7.2,1.0,22.579999999999995,0.84,78.59,80.17000000000002,2.09
16,0,3116,944,1354.4,1.43,1.3680808080808082,49.94999999999999,1.0,61.85999999999999,141.1800000000002,16.14,1.0,109.92000000000002,18.83,106.62999999999981,162.3400000000001,83.86000000000001,141.0,6.2299999999999995,73.74999999999999,1.0,65.73999999999997,3.31,72.55,233.10999999999981,7.999999999999999
17,4,3149,526,595.72,1.13,0.9264696734059098,36.72,1.0,45.24999999999999,98.20000000000003,1.0,1.0,26.199999999999996,23.189999999999994,142.25999999999996,69.64999999999999,51.620000000000026,1.0,37.010000000000005,1.6,3.84,42.4,7.36,0.88,1.0,9.54
18,3,3566,299,677.35,2.27,1.9408309455587394,7.699999999999999,186.0,64.97000000000003,85.77000000000005,1.0,1.0,6.369999999999999,6.14,38.85000000000001,46.08000000000002,26.769999999999996,2.0,1.19,1.6,3.13,11.629999999999999,1.18,3.9499999999999993,181.3600000000001,2.66
19,2,4005,374,617.0,1.65,1.3471615720524017,5.92,1.0,81.14000000000003,244.57000000000008,7.29,1.0,1.0,25.410000000000004,67.3,49.059999999999995,9.63,1.0,4.04,8.309999999999999,1.0,101.38000000000002,1.0,12.949999999999998,1.0,1.0
20,4,4446,361,561.56,1.56,1.267629796839729,38.49999999999999,1.0,53.10999999999999,105.56000000000002,1.0,1.0,26.759999999999998,10.06,86.98,33.5,7.01,1.0,59.39,1.0,1.68,59.78,1.69,16.09,1.0,61.45000000000003
21,0,11801,327,447.76,1.37,1.2301098901098901,37.64000000000001,1.0,28.750000000000025,36.21999999999999,38.20000000000001,1.0,97.96,31.9,33.620000000000005,14.26,18.74,1.0,28.59,15.280000000000001,1.0,14.649999999999999,3.9,8.91,32.89,6.250000000000001
22,4,9311,336,705.97,2.1,1.7872658227848102,22.289999999999996,1.0,32.559999999999995,60.27000000000002,1.0,1.0,181.92999999999995,31.089999999999993,22.17,106.24000000000008,81.5,1.0,78.47000000000001,1.0,1.0,1.0,0.84,81.19000000000001,7.42,1.0
23,2,11798,324,473.99,1.46,0.640527027027027,25.880000000000003,1.0,33.15,79.02999999999999,1.0,1.0,1.0,15.799999999999997,12.590000000000002,139.19,108.05999999999999,1.0,14.29,5.23,7.62,6.51,5.08,21.559999999999995,1.0,1.0
24,3,11796,279,371.62,1.33,1.0181369863013698,36.96999999999999,1.0,75.86999999999995,9.55,8.73,8.69,1.0,46.86,10.69,11.4,10.79,1.0,1.0,1.99,1.0,3.87,4.68,39.6,100.94,0.99
25,5,12014,328,467.31,1.42,1.1567079207920792,60.15999999999998,175.0,72.11,35.069999999999986,1.0,1.0,12.17,1.95,27.05,26.330000000000002,22.640000000000004,1.0,2.29,1.0,1.0,5.290000000000001,1.0,18.63,8.620000000000001,1.0
26,1,12016,558,949.31,1.7,1.3639511494252872,15.930000000000003,115.0,40.13999999999999,25.569999999999997,28.820000000000004,1.0,249.57999999999976,57.14999999999999,4.52,56.65999999999999,130.79000000000005,63.0,76.47999999999999,1.0,1.0,57.300000000000004,2.45,11.809999999999999,11.309999999999999,2.8000000000000003
27,2,12008,614,825.27,1.34,1.052640306122449,54.52000000000003,1.0,36.42999999999999,30.779999999999998,1.0,1.0,2.55,68.03,152.10000000000002,138.18000000000004,31.770000000000003,2.0,183.49999999999997,1.0,0.84,93.05999999999995,1.0,19.490000000000006,1.0,12.02
28,5,12019,229,514.31,2.25,1.5538066465256797,62.51000000000001,105.0,33.12,50.40000000000002,7.710000000000001,1.0,44.12,17.11,30.949999999999992,20.209999999999997,18.77,1.0,64.36,1.0,1.0,15.66,1.95,35.91,1.0,6.53
29,6,14780,113,164.6,1.46,1.1927536231884057,17.990000000000002,1.0,14.699999999999998,47.48,1.0,1.0,27.22,1.32,19.39,4.2,6.23,1.0,11.79,3.1799999999999997,1.0,5.99,1.0,5.109999999999999,1.0,1.0
30,0,14770,618,755.1,1.22,1.0695467422096319,66.03,1.0,84.51999999999998,89.01000000000002,56.52000000000001,1.0,1.0,9.969999999999999,109.48,68.52000000000001,28.680000000000003,89.0,46.40000000000001,0.42,1.0,14.190000000000001,1.0,2.21,90.14999999999999,1.0
31,2,14778,355,299.82,0.84,0.7495499999999999,32.56,1.0,64.72999999999999,42.779999999999994,1.0,9.3,1.0,20.310000000000002,15.68,19.470000000000002,14.11,1.0,4.08,24.61,2.96,8.58,4.529999999999999,32.63999999999999,1.0,2.48
32,2,12020,353,553.04,1.57,1.1618487394957981,51.22999999999999,1.0,76.02000000000004,106.49000000000005,1.0,1.0,4.67,22.200000000000003,37.330000000000005,20.650000000000002,2.5,10.0,119.58,1.0,1.0,43.34,10.66,29.14,1.0,19.229999999999997
33,2,12027,435,542.51,1.25,1.0981983805668016,49.38999999999999,1.0,68.38000000000002,121.36999999999999,40.22999999999999,1.0,8.49,9.649999999999999,72.02000000000002,28.41,34.74,1.0,93.14000000000001,1.0,1.0,7.98,1.0,8.709999999999999,1.0,1.0
34,3,3594,458,1813.31,3.96,2.726781954887218,5.23,20.0,2.85,20.930000000000014,1.0,1.0,806.5299999999997,3.0,52.010000000000005,2.1500000000000004,4.46,118.0,33.03,28.719999999999988,2.97,5.1899999999999995,0.84,2.88,703.1099999999999,1.41
35,4,3606,776,930.78,1.2,1.098913813459268,66.42000000000002,5.0,62.71000000000005,48.359999999999985,52.77999999999999,1.0,241.91999999999987,29.49,77.61999999999999,107.16000000000007,78.89,44.0,19.339999999999996,26.59000000000001,1.0,3.62,4.67,33.600000000000016,12.330000000000002,16.28
36,0,3597,787,985.84,1.25,1.0978173719376392,120.1100000000001,1.0,52.72999999999999,68.87000000000005,4.54,1.0,1.0,12.29,42.569999999999986,31.69,31.019999999999996,1.0,15.739999999999998,114.2799999999998,2.12,6.87,22.979999999999997,0.72,433.8900000000005,25.42
37,0,3605,446,932.01,2.09,1.6124740484429065,68.94000000000005,1.0,53.730000000000004,83.73999999999997,1.8,1.0,17.12,22.869999999999997,53.80999999999999,46.519999999999996,8.66,1.0,94.84,37.14,1.0,107.05000000000003,1.0,12.720000000000002,323.0699999999999,1.0
38,4,14,381,675.72,1.77,1.272542372881356,18.090000000000003,1.0,23.220000000000002,172.57999999999996,1.0,1.25,113.44999999999996,25.29,11.100000000000001,56.04999999999998,11.28,1.0,182.37,6.4,1.0,23.36,5.07,5.3100000000000005,1.0,20.9
39,3,14782,239,742.54,3.11,2.7299264705882353,17.509999999999998,100.0,6.12,1.38,1.07,1.0,17.32,4.359999999999999,3.08,9.530000000000001,15.619999999999997,81.0,5.09,12.300000000000004,1.0,2.59,1.0,1.0,464.3800000000009,1.19
40,4,6967,302,472.67,1.57,1.4499079754601227,24.009999999999994,1.0,13.479999999999999,50.78,1.22,1.0,134.81,15.099999999999998,35.690000000000005,74.57000000000002,62.22000000000002,1.0,17.82,10.639999999999999,11.92,8.94,1.0,1.73,1.0,9.74
41,5,9374,221,372.64,1.69,1.2938888888888889,27.249999999999996,25.0,27.310000000000002,30.199999999999996,1.0,1.0,4.26,34.73,22.830000000000002,39.63,32.239999999999995,1.0,32.480000000000004,0.55,1.0,27.27,0.84,24.549999999999997,40.33,3.17
42,2,6970,233,272.04,1.17,0.9785611510791368,18.72,1.0,34.93000000000002,21.410000000000004,1.0,1.0,1.0,40.309999999999995,18.209999999999997,15.420000000000002,3.3,12.0,39.620000000000005,5.53,1.0,15.91,3.13,25.28,1.0,18.270000000000003
43,1,3613,558,1414.33,2.53,2.126812030075188,20.18,140.0,55.06999999999997,46.64,1.0,1.0,333.5300000000004,41.629999999999995,82.83999999999999,23.419999999999995,81.05999999999999,1.0,89.67999999999998,6.600000000000001,6.79,19.47,1.0,11.680000000000001,454.9600000000001,0.78
44,4,12031,299,451.03,1.51,1.2777053824362605,33.06,1.0,28.04,51.089999999999975,1.0,2.16,17.08,22.12,23.66,39.460000000000015,123.72000000000003,1.0,60.73000000000001,1.0,4.14,25.880000000000003,5.21,9.19,4.6,0.89
45,2,14297,503,893.54,1.78,1.3044379562043795,57.51000000000002,1.0,174.26999999999992,195.20000000000005,1.0,1.0,1.0,90.64000000000001,54.67999999999999,36.089999999999996,173.20999999999998,1.0,79.10000000000001,4.2700000000000005,5.34,1.0,1.0,23.23,1.0,1.0
46,1,12043,851,1718.05,2.02,1.8921255506607928,38.989999999999995,73.0,50.08999999999999,31.139999999999997,0.79,1.0,35.68999999999999,12.6,18.46,55.239999999999995,42.289999999999985,51.0,6.380000000000001,1.0,3.4,20.81,4.25,172.51999999999995,1095.440000000001,5.959999999999999
47,1,6454,583,795.35,1.36,1.196015037593985,25.910000000000004,91.5,48.870000000000005,59.859999999999985,15.919999999999998,1.0,15.13,75.03999999999996,79.40999999999994,37.220000000000006,54.440000000000005,15.0,81.67000000000002,27.130000000000013,2.9699999999999998,29.25,5.38,23.39,80.97000000000001,26.289999999999992
48,2,12038,619,1045.5,1.69,1.1565265486725664,45.9,1.0,144.5999999999999,69.18999999999997,112.71000000000001,1.0,1.0,41.31,58.27000000000001,89.6,275.60999999999996,1.0,3.5,1.0,1.0,6.039999999999999,67.19,112.94000000000003,1.0,18.639999999999997
49,2,15481,447,461.53,1.03,0.6659884559884559,159.9599999999999,1.0,130.0999999999999,24.189999999999998,2.1,1.0,1.0,1.0,31.460000000000004,12.66,55.620000000000026,1.0,7.78,14.850000000000003,1.0,17.53,1.0,1.35,1.0,3.9299999999999997
50,1,11644,425,591.68,1.39,1.2378242677824267,27.880000000000006,65.0,45.230000000000004,84.75999999999995,45.67999999999999,1.0,49.29,11.699999999999998,38.31000000000001,29.119999999999994,52.01,1.0,42.64,18.720000000000006,2.55,13.049999999999999,10.2,20.14,26.12,8.280000000000001
51,6,14784,233,316.76,1.36,1.1192932862190812,17.22,1.0,27.320000000000004,17.97,3.93,1.0,38.72,32.18,23.53000000000001,14.090000000000003,17.4,1.0,62.52000000000001,12.449999999999996,3.4,21.299999999999997,5.9399999999999995,1.0,1.0,18.79
52,1,6453,650,1044.71,1.61,1.2818527607361965,17.340000000000003,306.0,61.91000000000003,46.54000000000002,2.5600000000000005,1.0,61.56000000000001,16.3,13.13,45.55000000000001,30.27000000000001,160.0,30.35000000000001,119.60999999999984,1.1,14.740000000000002,7.25,90.89000000000006,19.609999999999996,1.0
53,0,11246,975,1397.12,1.43,1.3069410664172123,36.12000000000001,1.0,80.63999999999997,75.35000000000007,7.610000000000001,1.5,105.94999999999999,83.52000000000002,92.03999999999996,216.63999999999962,111.15,78.0,37.49,2.5,3.4,6.239999999999999,4.24,29.490000000000006,424.0900000000006,1.15
54,2,45,561,585.73,1.04,0.8942442748091604,18.000000000000004,1.0,106.54000000000002,142.16,2.0,1.0,1.0,7.049999999999999,30.21,83.41999999999997,24.31,1.0,60.31000000000003,17.490000000000002,1.0,56.510000000000005,1.0,29.650000000000002,1.0,8.08
55,4,12047,477,539.85,1.13,1.0128517823639775,21.310000000000002,1.0,45.460000000000015,39.78,8.07,1.0,19.560000000000002,70.58999999999999,118.7799999999999,99.43999999999998,6.95,1.0,62.11000000000002,1.0,1.0,38.35,1.27,4.9399999999999995,1.0,3.2399999999999998
56,5,6989,382,528.2,1.38,1.2977886977886979,17.419999999999995,95.0,20.289999999999996,65.66,30.37,36.399999999999984,33.36,1.32,40.65,72.49999999999997,18.720000000000002,1.0,23.070000000000004,2.0,4.67,19.869999999999997,8.87,29.250000000000007,2.02,6.76
57,3,3617,181,447.11,2.47,2.149567307692308,11.540000000000001,140.0,23.75,16.19,1.0,1.0,1.0,10.67,16.080000000000002,17.14,10.6,1.0,1.69,13.139999999999999,1.0,9.12,1.0,19.609999999999996,157.57999999999996,1.0
58,4,9808,681,881.87,1.29,0.9186145833333333,37.59999999999999,1.0,160.31999999999994,42.12,0.59,1.0,7.39,11.989999999999998,29.879999999999995,149.16000000000008,142.5,1.0,153.68,10.27,1.68,76.59999999999998,9.32,48.76999999999998,1.0,1.0
59,2,10809,401,469.8,1.17,1.021304347826087,36.24000000000001,1.0,50.50000000000001,80.59,4.58,1.88,1.0,30.740000000000002,50.06000000000001,43.629999999999995,48.77,1.0,28.28,8.42,1.0,54.09,1.35,30.669999999999995,1.0,1.0
60,2,63,268,293.34,1.09,1.0439145907473308,33.35,1.0,73.07000000000002,42.11,32.14,1.0,1.0,14.53,22.009999999999994,13.540000000000001,25.080000000000005,3.0,3.46,2.0,1.0,13.38,1.0,1.67,1.0,14.0
61,6,52,206,222.18,1.08,0.7557142857142858,2.45,10.0,3.2899999999999996,5.19,49.07000000000001,1.0,1.0,1.78,53.29000000000001,1.08,12.110000000000001,1.0,9.74,3.12,1.0,2.7800000000000002,23.200000000000003,8.98,1.0,35.09999999999999
62,5,8636,470,1020.29,2.17,1.596697965571205,42.61000000000001,430.0,64.05000000000003,111.10000000000004,2.89,1.0,4.67,58.44,54.580000000000005,32.02,79.79,2.0,31.11,11.89,1.0,38.82000000000001,6.28,25.06,5.25,19.730000000000004
63,4,61,420,547.87,1.3,1.097935871743487,32.74999999999999,1.0,46.38999999999999,55.28999999999998,19.879999999999995,1.0,20.65,18.630000000000003,70.18,56.18,45.71,6.0,121.37999999999998,5.550000000000001,2.87,12.120000000000003,3.04,14.869999999999997,1.0,16.38
64,5,6985,458,766.13,1.67,1.5140909090909092,26.840000000000003,40.0,14.76,15.309999999999995,20.98,1.0,441.13999999999976,9.97,33.379999999999995,21.179999999999996,35.15000000000001,1.0,63.39000000000002,2.73,2.55,7.36,2.4299999999999997,22.72,3.81,2.4299999999999997
65,6,14302,126,236.17,1.87,1.5850335570469798,4.7,1.0,8.82,26.250000000000004,1.0,1.0,94.79999999999998,2.0,9.36,26.1,17.340000000000003,16.0,9.36,2.1,1.0,1.0,0.89,2.29,8.04,8.120000000000001
66,4,8647,251,530.07,2.11,1.5729080118694363,11.850000000000001,1.0,31.530000000000005,81.60999999999999,39.13000000000002,1.0,78.99000000000001,16.240000000000002,30.429999999999996,36.62,39.3,4.0,59.370000000000005,4.35,1.27,14.540000000000001,1.27,77.98999999999997,1.0,1.58
67,1,5134,802,1196.57,1.49,1.4110495283018867,61.91000000000001,155.0,50.86999999999998,90.85,1.0,1.0,59.49999999999999,93.91,86.58999999999997,95.13000000000005,60.95999999999998,46.0,166.89000000000001,25.220000000000017,1.0,170.41000000000003,3.42,17.279999999999998,9.46,3.17
68,4,12058,547,525.13,0.96,0.8840572390572391,70.99000000000002,1.0,20.770000000000003,82.58999999999999,1.0,1.0,46.94,4.739999999999999,175.93,6.5,36.84000000000001,1.0,10.17,1.0,1.0,39.92,1.0,22.919999999999998,1.0,6.820000000000004
69,0,3622,450,1756.78,3.9,3.253296296296296,48.36,1.0,86.01999999999998,95.75999999999998,1.8,1.0,1.0,54.25000000000001,31.62999999999999,53.0,113.16000000000001,4.0,24.5,20.470000000000017,1.0,40.92,6.85,4.32,1163.2900000000004,8.45
70,4,67,807,1584.18,1.96,1.5015924170616115,71.33000000000001,1.0,126.38000000000004,118.83000000000017,38.53,1.0,348.4800000000001,11.13,267.47999999999985,122.66999999999999,194.14,1.0,134.67,28.389999999999993,32.28,20.639999999999997,11.149999999999999,50.749999999999986,1.0,7.329999999999999
71,4,12055,592,1148.8,1.94,1.4486759142496848,87.00999999999998,1.0,36.82,86.75000000000001,54.33000000000002,47.16,44.57,94.72000000000003,181.43999999999997,148.97,93.00999999999998,1.0,209.25000000000003,1.0,2.72,24.51,2.96,25.479999999999997,9.1,1.0
72,4,81,408,729.04,1.79,1.388647619047619,25.649999999999995,1.0,59.01,122.82000000000004,2.0,1.0,120.66000000000001,31.819999999999997,80.55000000000003,115.42,35.349999999999994,1.0,44.730000000000004,5.44,1.0,45.67000000000001,4.52,30.870000000000005,1.0,4.53
73,4,77,228,355.16,1.56,1.4555737704918035,46.35999999999998,1.0,15.63,25.02,1.0,1.0,35.62,53.01,49.370000000000005,31.999999999999996,20.17,1.0,30.990000000000002,1.6099999999999999,3.4,25.32,1.0,15.05,1.0,1.6099999999999999
74,4,71,809,1233.78,1.53,1.271938144329897,90.33000000000001,1.0,222.10999999999981,58.84999999999999,6.819999999999999,4.44,100.21000000000002,30.32,195.00999999999993,176.1899999999999,129.99000000000004,1.0,141.85999999999999,14.069999999999995,2.79,0.49,2.51,51.150000000000006,1.0,6.640000000000001
75,6,68,204,225.41,1.1,1.0292694063926942,8.600000000000001,1.0,29.609999999999996,38.91000000000001,5.109999999999999,1.0,1.0,1.0,63.230000000000025,21.59,8.969999999999999,1.0,10.77,7.290000000000002,0.76,26.859999999999992,1.0,2.71,1.0,1.0
76,1,9491,599,994.18,1.66,1.3865829846582984,46.87000000000003,155.0,94.03000000000007,109.50999999999996,19.35,1.0,224.96,22.78,29.400000000000002,36.400000000000006,74.24999999999999,7.0,12.97,12.269999999999994,1.0,27.179999999999993,14.17,29.650000000000006,73.74999999999999,4.640000000000001
77,1,9501,745,1244.32,1.67,1.5399999999999998,29.430000000000003,150.0,77.85000000000002,156.93000000000012,4.94,1.0,11.899999999999999,55.73000000000001,129.26999999999998,81.92000000000004,80.58999999999999,7.0,9.45,21.06,1.69,62.220000000000006,39.42,21.04,288.26,15.619999999999997
78,6,85,293,600.74,2.05,1.854135802469136,14.319999999999999,1.0,24.959999999999997,97.87000000000002,1.0,1.0,256.3900000000001,25.44,77.47999999999998,37.07,1.44,8.0,5.28,0.35,1.0,33.83,0.3,6.61,1.0,11.399999999999999
79,2,83,393,518.58,1.32,1.1948847926267283,19.85,1.0,96.05999999999997,66.43,25.120000000000005,1.0,7.9,43.319999999999986,28.65,55.880000000000045,44.08,1.0,46.25999999999999,12.590000000000002,1.0,47.73999999999999,13.85,8.11,1.0,2.74
80,6,5130,104,277.99,2.67,2.1888976377952756,1.98,1.0,15.59,17.36,1.0,1.0,128.61,16.32,8.57,9.940000000000001,11.6,1.0,23.810000000000002,2.15,1.0,8.45,1.0,5.16,24.060000000000002,4.390000000000001
81,5,9492,227,444.9,1.96,1.7939516129032258,14.200000000000003,80.0,10.690000000000001,14.889999999999999,1.0,1.0,123.01999999999998,53.87,13.09,13.5,23.800000000000004,6.0,5.27,17.759999999999998,1.0,30.02,32.919999999999995,4.750000000000001,1.0,1.12
82,0,3644,769,1416.86,1.84,1.5690586932447397,102.77000000000004,1.0,66.6,78.85,47.529999999999994,1.0,1.0,62.71,119.79999999999995,89.14,61.420000000000016,1.0,130.61,22.1,1.0,143.21999999999997,5.02,82.72,373.3800000000004,30.99
83,6,3633,89,141.15,1.59,1.2064102564102566,10.65,1.0,18.049999999999997,21.66,1.0,1.0,1.35,7.58,13.399999999999999,6.870000000000001,14.259999999999998,1.0,4.93,2.25,3.81,15.34,3.26,11.399999999999999,2.18,4.16
84,2,3641,623,644.57,1.03,0.9027591036414566,31.340000000000007,1.0,43.149999999999984,20.219999999999995,1.0,1.0,1.0,7.680000000000001,263.6499999999996,22.120000000000005,76.72000000000004,1.0,28.659999999999997,2.59,1.52,138.45999999999998,1.0,5.6899999999999995,2.17,0.6
85,1,5137,548,1106.03,2.02,1.7174378881987578,45.17000000000003,20.0,47.179999999999986,139.8799999999999,1.0,1.0,581.54,6.12,23.040000000000003,52.13999999999999,39.410000000000004,1.0,7.720000000000001,7.0,9.45,52.660000000000004,1.99,31.42,32.45,8.860000000000001
86,0,6981,351,737.46,2.1,1.7311267605633804,40.279999999999994,1.0,31.950000000000003,57.429999999999986,29.300000000000004,1.0,7.3,14.91,76.48999999999998,20.67,38.080000000000005,1.0,1.59,1.0499999999999998,1.0,15.88,20.24,1.79,378.91000000000025,1.5899999999999999
87,2,14790,432,482.31,1.12,0.9843061224489796,13.92,1.0,44.69000000000001,53.14999999999999,32.27,1.0,1.0,28.669999999999995,45.39999999999999,89.01000000000003,99.86,1.0,36.83,1.13,1.0,25.879999999999992,1.01,1.0,1.0,10.49
88,0,3636,995,1626.97,1.64,1.3603428093645484,127.00000000000009,1.0,110.98000000000013,123.79000000000005,41.220000000000006,110.69000000000003,1.0,131.58999999999995,67.88,128.52999999999994,127.99,1.0,120.61,20.62,2.96,45.410000000000004,3.6799999999999997,47.91000000000001,398.26000000000005,17.849999999999998
89,2,14309,534,600.58,1.12,0.8832058823529413,34.5,1.0,89.44999999999999,65.41000000000003,1.0,1.0,1.0,38.37000000000001,254.3699999999996,55.38000000000001,23.349999999999998,1.0,1.0,33.380000000000024,1.0,1.0,1.0,6.369999999999999,1.0,1.0
90,6,110,227,177.29,0.78,0.7206910569105691,15.609999999999996,1.0,9.920000000000002,23.999999999999996,11.909999999999998,1.0,15.63,12.11,20.870000000000008,8.33,7.57,3.0,20.39,2.8,1.0,20.580000000000002,1.15,1.73,1.0,1.69
91,3,9487,282,439.04,1.56,1.4162580645161291,5.749999999999999,60.0,18.590000000000003,46.41,1.13,1.0,111.90999999999995,29.73,10.74,13.379999999999999,29.10000000000001,1.0,24.25,2.6599999999999997,1.0,19.7,1.0,6.04,60.48000000000004,3.17
92,6,12075,92,140.42,1.53,1.1144444444444443,4.95,1.0,10.31,17.240000000000002,2.66,1.0,52.10999999999999,4.49,2.8200000000000003,7.53,3.3,2.0,16.59,1.0,1.69,8.379999999999999,1.18,5.17,1.0,1.0
93,3,5146,189,576.71,3.05,2.5518141592920354,17.470000000000002,20.0,6.749999999999999,30.159999999999997,1.0,1.0,108.89,7.38,3.24,8.0,4.13,4.0,30.810000000000002,14.959999999999997,1.0,5.03,4.25,4.28,306.4700000000001,0.89
94,5,111,315,530.64,1.68,1.3711627906976744,47.32999999999998,102.21000000000001,34.22000000000001,43.16999999999999,1.0,1.0,79.46,38.55999999999999,42.78,67.97000000000003,8.27,1.0,28.05,1.4,1.0,34.209999999999994,2.17,0.84,1.0,1.0
95,3,9807,314,646.26,2.06,1.7096825396825397,25.019999999999996,50.0,21.529999999999998,47.76999999999999,6.800000000000001,1.0,1.0,23.119999999999997,49.84,21.180000000000007,54.06,2.5,23.8,4.3,9.3,15.62,2.92,0.55,281.5500000000001,6.4
96,4,6992,406,748.11,1.84,1.4872962226640158,27.28,10.0,44.91000000000002,53.80999999999998,58.279999999999994,26.709999999999997,48.19999999999999,30.32,74.76,80.67999999999999,134.29000000000002,1.0,72.82,5.569999999999999,1.0,37.79,9.36,25.699999999999996,4.36,3.27
97,4,12077,400,862.85,2.16,1.4075856443719412,50.62000000000002,1.0,125.49000000000002,21.349999999999998,1.0,1.0,14.010000000000002,18.04,72.63,91.92000000000002,62.36,1.0,344.25999999999993,1.0,1.0,19.57,1.0,41.46000000000002,1.0,1.14
98,4,108,258,554.54,2.15,1.685531914893617,14.049999999999999,1.0,4.870000000000001,12.97,9.549999999999999,1.0,260.2800000000002,33.699999999999996,50.910000000000004,44.18999999999999,49.28,8.0,40.620000000000005,7.879999999999999,1.0,11.07,1.0,3.06,1.0,4.109999999999999
